C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_24_540.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_24_540.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_24_540.jpg,0,0,0,1.729711E-05
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_24_609.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_24_609.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_24_609.jpg,0,0,0,1.709532E-05
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_24_689.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_24_689.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_24_689.jpg,0,0,0,5.16984E-06
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_24_765.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_24_765.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_24_765.jpg,0,0,0,2.41933E-06
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_24_842.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_24_842.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_24_842.jpg,0,0,0,1.746515E-05
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_24_921.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_24_921.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_24_921.jpg,0,0,0,1.750538E-06
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_24_996.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_24_996.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_24_996.jpg,0,0,0,1.93688E-05
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_073.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_073.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_073.jpg,0,0,0,5.76086E-06
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_154.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_154.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_154.jpg,0,0,0,1.594113E-05
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_227.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_227.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_227.jpg,0,0,0,7.032762E-06
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_304.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_304.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_304.jpg,0,0,0,7.086504E-07
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_382.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_382.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_382.jpg,0,0,0,2.099344E-05
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_460.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_460.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_460.jpg,0,0.1869126,0,0.09004944
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_538.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_538.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_538.jpg,0,0.3743265,0,0.3212097
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_616.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_616.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_616.jpg,0,0.6512343,0,0.8652741
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_691.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_691.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_691.jpg,0,0.8805414,0,1.608019
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_769.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_769.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_769.jpg,0,1,0,2.530322
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_846.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_846.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_846.jpg,0,1,0,3.467185
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_25_923.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_25_923.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_25_923.jpg,-0.15,1,0,4.403522
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_26_002.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_26_002.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_26_002.jpg,0,1,0,5.318836
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_26_077.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_26_077.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_26_077.jpg,0,1,0,6.009393
C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\center_2021_07_27_16_14_26_156.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\left_2021_07_27_16_14_26_156.jpg,C:\Users\grant\Desktop\Work\Training\Section 14 - Behavioural Cloning\data\IMG\right_2021_07_27_16_14_26_156.jpg,0,1,0,6.927103
